"file_name","sample","final_age","latitude","length","gear_depth","gear_temp"
"WALLEYE_POLLOCK_162201501201_228_OT1.0","training",1,56.98343,150,67,3.3
"WALLEYE_POLLOCK_162201501201_230_OT1.0","training",1,57.3218,180,63,3.5
"WALLEYE_POLLOCK_162201501201_232_OT1.0","training",5,57.3218,550,63,3.5
"WALLEYE_POLLOCK_162201501201_234_OT1.0","training",3,57.3218,370,63,3.5
"WALLEYE_POLLOCK_162201501201_235_OT1.0","training",3,57.3218,370,63,3.5
"WALLEYE_POLLOCK_162201501201_236_OT1.0","training",8,57.65043,580,51,4.1
"WALLEYE_POLLOCK_162201501201_238_OT1.0","test",8,57.65043,550,51,4.1
"WALLEYE_POLLOCK_162201501201_239_OT1.0","training",5,57.65043,450,51,4.1
"WALLEYE_POLLOCK_162201501201_23_OT1.0","training",7,57.00945,540,53,4.8
"WALLEYE_POLLOCK_162201501201_240_OT1.0","test",3,57.65043,290,51,4.1
"WALLEYE_POLLOCK_162201501201_243_OT1.0","training",7,57.98256,580,43,4.8
"WALLEYE_POLLOCK_162201501201_244_OT1.0","training",7,57.98256,580,43,4.8
"WALLEYE_POLLOCK_162201501201_246_OT1.0","test",1,57.98256,150,43,4.8
"WALLEYE_POLLOCK_162201501201_247_OT1.0","training",1,57.98256,180,43,4.8
"WALLEYE_POLLOCK_162201501201_248_OT1.0","training",11,58.3224,570,40,4.8
"WALLEYE_POLLOCK_162201501201_249_OT1.0","training",7,58.3224,510,40,4.8
"WALLEYE_POLLOCK_162201501201_250_OT1.0","test",8,58.3224,550,40,4.8
"WALLEYE_POLLOCK_162201501201_252_OT1.0","training",1,58.64792,100,33,5
"WALLEYE_POLLOCK_162201501201_253_OT1.0","training",11,58.64792,610,33,5
"WALLEYE_POLLOCK_162201501201_257_OT1.0","training",1,58.98581,120,25,5.2
"WALLEYE_POLLOCK_162201501201_258_OT1.0","training",1,58.98581,90,25,5.2
"WALLEYE_POLLOCK_162201501201_25_OT1.0","training",7,57.00945,570,53,4.8
"WALLEYE_POLLOCK_162201501201_261_OT1.0","training",10,58.98581,630,25,5.2
"WALLEYE_POLLOCK_162201501201_262_OT1.0","test",13,58.98581,630,25,5.2
"WALLEYE_POLLOCK_162201501201_263_OT1.0","test",1,58.68155,120,35,4.8
"WALLEYE_POLLOCK_162201501201_265_OT1.0","training",7,58.68155,600,35,4.8
"WALLEYE_POLLOCK_162201501201_266_OT1.0","training",7,58.68155,590,35,4.8
"WALLEYE_POLLOCK_162201501201_268_OT1.0","training",8,58.68155,560,35,4.8
"WALLEYE_POLLOCK_162201501201_269_OT1.0","training",1,58.34214,130,42,4.2
"WALLEYE_POLLOCK_162201501201_26_OT1.0","training",8,57.00945,530,53,4.8
"WALLEYE_POLLOCK_162201501201_272_OT1.0","training",6,58.34214,510,42,4.2
"WALLEYE_POLLOCK_162201501201_274_OT1.0","training",7,58.34214,500,42,4.2
"WALLEYE_POLLOCK_162201501201_275_OT1.0","training",1,58.01504,100,53,3.7
"WALLEYE_POLLOCK_162201501201_277_OT1.0","training",6,58.01504,500,53,3.7
"WALLEYE_POLLOCK_162201501201_279_OT1.0","training",6,58.01504,500,53,3.7
"WALLEYE_POLLOCK_162201501201_27_OT1.0","training",1,57.00945,160,53,4.8
"WALLEYE_POLLOCK_162201501201_281_OA1.0","test",3,57.67389,380,62,3
"WALLEYE_POLLOCK_162201501201_282_OA1.0","training",2,57.67389,370,62,3
"WALLEYE_POLLOCK_162201501201_283_OA1.0","training",6,57.67389,370,62,3
"WALLEYE_POLLOCK_162201501201_285_OA1.0","training",2,57.67389,270,62,3
"WALLEYE_POLLOCK_162201501201_287_OA1.0","training",3,57.35314,340,66,3.2
"WALLEYE_POLLOCK_162201501201_288_OA1.0","training",3,57.35314,360,66,3.2
"WALLEYE_POLLOCK_162201501201_289_OA1.0","training",3,57.35314,360,66,3.2
"WALLEYE_POLLOCK_162201501201_28_OT1.0","training",1,57.00945,150,53,4.8
"WALLEYE_POLLOCK_162201501201_290_OA1.0","training",3,57.35314,360,66,3.2
"WALLEYE_POLLOCK_162201501201_291_OA1.0","test",1,57.01501,150,70,3.8
"WALLEYE_POLLOCK_162201501201_292_OA1.0","training",1,57.01501,150,70,3.8
"WALLEYE_POLLOCK_162201501201_293_OA1.0","test",3,57.01501,350,70,3.8
"WALLEYE_POLLOCK_162201501201_294_OA1.0","test",7,57.01501,520,70,3.8
"WALLEYE_POLLOCK_162201501201_295_OA1.0","training",6,57.01501,410,70,3.8
"WALLEYE_POLLOCK_162201501201_298_OA1.0","training",4,57.01501,380,70,3.8
"WALLEYE_POLLOCK_162201501201_299_OA1.0","training",1,56.69,190,76,4
"WALLEYE_POLLOCK_162201501201_29_OT1.0","training",10,56.6781,640,35,5.5
"WALLEYE_POLLOCK_162201501201_2_OT1.0","training",13,57.32491,690,29,5.8
"WALLEYE_POLLOCK_162201501201_301_OA1.0","training",3,56.69,340,76,4
"WALLEYE_POLLOCK_162201501201_302_OA1.0","training",2,56.69,320,76,4
"WALLEYE_POLLOCK_162201501201_303_OA1.0","training",3,56.69,340,76,4
"WALLEYE_POLLOCK_162201501201_305_OA1.0","training",3,56.69,360,76,4
"WALLEYE_POLLOCK_162201501201_306_OA1.0","training",1,56.69,180,76,4
"WALLEYE_POLLOCK_162201501201_307_OA1.0","training",6,56.34144,470,89,4.3
"WALLEYE_POLLOCK_162201501201_308_OA1.0","training",4,56.34144,390,89,4.3
"WALLEYE_POLLOCK_162201501201_309_OA1.0","training",2,56.34144,400,89,4.3
"WALLEYE_POLLOCK_162201501201_30_OT1.0","training",7,56.6781,640,35,5.5
"WALLEYE_POLLOCK_162201501201_310_OA1.0","training",8,56.34144,530,89,4.3
"WALLEYE_POLLOCK_162201501201_311_OA1.0","training",8,56.34144,490,89,4.3
"WALLEYE_POLLOCK_162201501201_313_OA1.0","test",6,56.0298,510,103,4.9
"WALLEYE_POLLOCK_162201501201_315_OA1.0","training",8,56.0298,510,103,4.9
"WALLEYE_POLLOCK_162201501201_316_OA1.0","training",10,56.0298,470,103,4.9
"WALLEYE_POLLOCK_162201501201_317_OA1.0","training",8,56.0298,550,103,4.9
"WALLEYE_POLLOCK_162201501201_318_OA1.0","test",8,56.0298,490,103,4.9
"WALLEYE_POLLOCK_162201501201_319_OA1.0","training",6,55.67852,530,117,5.1
"WALLEYE_POLLOCK_162201501201_31_OT1.0","training",11,56.6781,620,35,5.5
"WALLEYE_POLLOCK_162201501201_320_OA1.0","training",6,55.67852,500,117,5.1
"WALLEYE_POLLOCK_162201501201_321_OA1.0","training",6,55.67852,530,117,5.1
"WALLEYE_POLLOCK_162201501201_322_OA1.0","training",7,55.67852,530,117,5.1
"WALLEYE_POLLOCK_162201501201_323_OA1.0","training",9,55.67852,580,117,5.1
"WALLEYE_POLLOCK_162201501201_326_OA1.0","training",8,55.35557,530,118,4.8
"WALLEYE_POLLOCK_162201501201_328_OA1.0","training",3,55.35557,390,118,4.8
"WALLEYE_POLLOCK_162201501201_329_OA1.0","training",7,55.35557,550,118,4.8
"WALLEYE_POLLOCK_162201501201_32_OT1.0","training",6,56.6781,580,35,5.5
"WALLEYE_POLLOCK_162201501201_331_OA1.0","test",6,54.83224,500,152,4.4
"WALLEYE_POLLOCK_162201501201_333_OA1.0","training",9,54.83224,510,152,4.4
"WALLEYE_POLLOCK_162201501201_334_OA1.0","test",8,54.83224,430,152,4.4
"WALLEYE_POLLOCK_162201501201_335_OA1.0","training",8,54.83224,400,152,4.4
"WALLEYE_POLLOCK_162201501201_338_OA1.0","training",7,54.99726,560,128,4.8
"WALLEYE_POLLOCK_162201501201_339_OA1.0","training",8,54.99726,500,128,4.8
"WALLEYE_POLLOCK_162201501201_33_OT1.0","test",8,56.67134,520,59,4.7
"WALLEYE_POLLOCK_162201501201_340_OA1.0","training",7,54.99726,510,128,4.8
"WALLEYE_POLLOCK_162201501201_341_OA1.0","test",11,54.99726,540,128,4.8
"WALLEYE_POLLOCK_162201501201_342_OA1.0","training",5,54.99726,410,128,4.8
"WALLEYE_POLLOCK_162201501201_344_OA1.0","training",8,54.99908,530,140,4.6
"WALLEYE_POLLOCK_162201501201_345_OA1.0","test",7,54.99908,580,140,4.6
"WALLEYE_POLLOCK_162201501201_346_OA1.0","training",9,54.99908,530,140,4.6
"WALLEYE_POLLOCK_162201501201_347_OA1.0","test",8,54.99908,550,140,4.6
"WALLEYE_POLLOCK_162201501201_348_OA1.0","training",7,54.99908,530,140,4.6
"WALLEYE_POLLOCK_162201501201_349_OA1.0","training",5,54.99908,410,140,4.6
"WALLEYE_POLLOCK_162201501201_34_OT1.0","training",6,56.67134,510,59,4.7
"WALLEYE_POLLOCK_162201501201_350_OA1.0","training",7,54.99659,520,153,4.5
"WALLEYE_POLLOCK_162201501201_351_OA1.0","test",7,54.99659,520,153,4.5
"WALLEYE_POLLOCK_162201501201_352_OA1.0","training",7,54.99659,590,153,4.5
"WALLEYE_POLLOCK_162201501201_353_OA1.0","training",8,54.99659,550,153,4.5
"WALLEYE_POLLOCK_162201501201_354_OA1.0","training",6,54.99659,530,153,4.5
"WALLEYE_POLLOCK_162201501201_355_OA1.0","test",7,54.99659,480,153,4.5
"WALLEYE_POLLOCK_162201501201_356_OA1.0","training",6,55.32225,480,138,4.9
"WALLEYE_POLLOCK_162201501201_357_OA1.0","training",3,55.32225,350,138,4.9
"WALLEYE_POLLOCK_162201501201_358_OA1.0","training",3,55.32225,350,138,4.9
"WALLEYE_POLLOCK_162201501201_359_OA1.0","training",8,55.32225,600,138,4.9
"WALLEYE_POLLOCK_162201501201_361_OA1.0","training",3,55.32225,360,138,4.9
"WALLEYE_POLLOCK_162201501201_364_OA1.0","training",6,55.66171,510,133,4.9
"WALLEYE_POLLOCK_162201501201_365_OA1.0","training",7,55.66171,530,133,4.9
"WALLEYE_POLLOCK_162201501201_367_OA1.0","training",3,55.66171,370,133,4.9
"WALLEYE_POLLOCK_162201501201_368_OA1.0","training",7,55.99055,570,133,5.1
"WALLEYE_POLLOCK_162201501201_369_OA1.0","training",7,55.99055,490,133,5.1
"WALLEYE_POLLOCK_162201501201_36_OT1.0","training",7,56.67134,500,59,4.7
"WALLEYE_POLLOCK_162201501201_370_OA1.0","training",3,55.99055,340,133,5.1
"WALLEYE_POLLOCK_162201501201_372_OA1.0","training",6,55.99055,500,133,5.1
"WALLEYE_POLLOCK_162201501201_373_OA1.0","training",3,55.99055,380,133,5.1
"WALLEYE_POLLOCK_162201501201_375_OA1.0","training",3,56.34426,360,111,5
"WALLEYE_POLLOCK_162201501201_376_OA1.0","test",1,56.34426,160,111,5
"WALLEYE_POLLOCK_162201501201_377_OA1.0","training",8,56.34426,540,111,5
"WALLEYE_POLLOCK_162201501201_378_OA1.0","training",3,56.34426,360,111,5
"WALLEYE_POLLOCK_162201501201_37_OT1.0","training",10,56.66138,650,66,4.5
"WALLEYE_POLLOCK_162201501201_381_OA1.0","test",8,56.64181,540,94,4.1
"WALLEYE_POLLOCK_162201501201_384_OA1.0","training",7,56.64181,510,94,4.1
"WALLEYE_POLLOCK_162201501201_386_OA1.0","training",6,56.98039,550,72,3.5
"WALLEYE_POLLOCK_162201501201_387_OA1.0","training",3,56.98039,360,72,3.5
"WALLEYE_POLLOCK_162201501201_388_OA1.0","test",3,56.98039,350,72,3.5
"WALLEYE_POLLOCK_162201501201_389_OA1.0","training",3,56.98039,370,72,3.5
"WALLEYE_POLLOCK_162201501201_391_OA1.0","test",3,56.98039,380,72,3.5
"WALLEYE_POLLOCK_162201501201_392_OA1.0","training",1,56.98039,160,72,3.5
"WALLEYE_POLLOCK_162201501201_393_OA1.0","test",1,56.98039,160,72,3.5
"WALLEYE_POLLOCK_162201501201_394_OA1.0","training",6,57.32205,440,68,3.1
"WALLEYE_POLLOCK_162201501201_395_OA1.0","training",5,57.32205,440,68,3.1
"WALLEYE_POLLOCK_162201501201_396_OA1.0","test",4,57.32205,440,68,3.1
"WALLEYE_POLLOCK_162201501201_397_OA1.0","training",3,57.32205,390,68,3.1
"WALLEYE_POLLOCK_162201501201_398_OA1.0","training",3,57.32205,350,68,3.1
"WALLEYE_POLLOCK_162201501201_399_OA1.0","training",3,57.32205,310,68,3.1
"WALLEYE_POLLOCK_162201501201_39_OT1.0","test",7,56.66138,580,66,4.5
"WALLEYE_POLLOCK_162201501201_3_OT1.0","training",10,57.32491,630,29,5.8
"WALLEYE_POLLOCK_162201501201_400_OA1.0","training",1,57.32205,190,68,3.1
"WALLEYE_POLLOCK_162201501201_401_OA1.0","training",1,57.32205,150,68,3.1
"WALLEYE_POLLOCK_162201501201_403_OA1.0","test",7,57.65441,520,66,3
"WALLEYE_POLLOCK_162201501201_404_OA1.0","training",8,57.65441,550,66,3
"WALLEYE_POLLOCK_162201501201_405_OA1.0","training",4,57.65441,360,66,3
"WALLEYE_POLLOCK_162201501201_406_OA1.0","training",7,57.65441,480,66,3
"WALLEYE_POLLOCK_162201501201_407_OA1.0","training",4,57.65441,360,66,3
"WALLEYE_POLLOCK_162201501201_409_OA1.0","training",1,57.65441,170,66,3
"WALLEYE_POLLOCK_162201501201_40_OT1.0","training",7,56.66138,570,66,4.5
"WALLEYE_POLLOCK_162201501201_410_OA1.0","test",5,57.98461,470,62,3
"WALLEYE_POLLOCK_162201501201_411_OA1.0","training",5,57.98461,430,62,3
"WALLEYE_POLLOCK_162201501201_416_OA1.0","training",1,57.98461,120,62,3
"WALLEYE_POLLOCK_162201501201_417_OA1.0","training",6,58.32116,550,50,4.3
"WALLEYE_POLLOCK_162201501201_41_OT1.0","training",8,56.34301,540,50,5.3
"WALLEYE_POLLOCK_162201501201_421_OA1.0","test",2,58.32116,190,50,4.3
"WALLEYE_POLLOCK_162201501201_423_OA1.0","test",7,58.65286,490,42,4.1
"WALLEYE_POLLOCK_162201501201_425_OA1.0","training",8,58.65286,500,42,4.1
"WALLEYE_POLLOCK_162201501201_426_OA1.0","test",5,58.65286,500,42,4.1
"WALLEYE_POLLOCK_162201501201_427_OA1.0","training",1,58.65286,110,42,4.1
"WALLEYE_POLLOCK_162201501201_428_OA1.0","training",1,58.65286,140,42,4.1
"WALLEYE_POLLOCK_162201501201_429_OA1.0","training",6,58.98281,510,37,5.5
"WALLEYE_POLLOCK_162201501201_42_OT1.0","training",11,56.34301,570,50,5.3
"WALLEYE_POLLOCK_162201501201_432_OA1.0","training",8,58.98281,470,37,5.5
"WALLEYE_POLLOCK_162201501201_433_OA1.0","training",1,58.98281,120,37,5.5
"WALLEYE_POLLOCK_162201501201_434_OA1.0","training",1,58.98281,130,37,5.5
"WALLEYE_POLLOCK_162201501201_435_OA1.0","training",7,58.99898,510,32,5.8
"WALLEYE_POLLOCK_162201501201_436_OA1.0","test",5,58.99898,490,32,5.8
"WALLEYE_POLLOCK_162201501201_437_OA1.0","test",7,58.99898,550,32,5.8
"WALLEYE_POLLOCK_162201501201_43_OT1.0","training",9,56.34301,580,50,5.3
"WALLEYE_POLLOCK_162201501201_440_OA1.0","training",7,58.9958,580,28,6.5
"WALLEYE_POLLOCK_162201501201_442_OA1.0","training",8,58.9958,600,28,6.5
"WALLEYE_POLLOCK_162201501201_443_OA1.0","training",1,58.9958,110,28,6.5
"WALLEYE_POLLOCK_162201501201_444_OA1.0","training",1,58.9958,100,28,6.5
"WALLEYE_POLLOCK_162201501201_445_OA1.0","training",12,59.30905,660,22,7.1
"WALLEYE_POLLOCK_162201501201_446_OA1.0","training",7,59.30905,580,22,7.1
"WALLEYE_POLLOCK_162201501201_447_OA1.0","training",9,59.30905,690,22,7.1
"WALLEYE_POLLOCK_162201501201_448_OA1.0","test",9,59.30905,720,22,7.1
"WALLEYE_POLLOCK_162201501201_450_OA1.0","training",9,59.62742,620,23,8
"WALLEYE_POLLOCK_162201501201_451_OA1.0","training",5,59.62742,570,23,8
"WALLEYE_POLLOCK_162201501201_452_OA1.0","training",6,59.62742,590,23,8
"WALLEYE_POLLOCK_162201501201_453_OA1.0","training",1,59.62742,110,23,8
"WALLEYE_POLLOCK_162201501201_454_OA1.0","training",1,59.62742,90,23,8
"WALLEYE_POLLOCK_162201501201_456_OA1.0","training",11,59.35179,670,26,7
"WALLEYE_POLLOCK_162201501201_457_OA1.0","training",7,59.35179,580,26,7
"WALLEYE_POLLOCK_162201501201_458_OA1.0","training",9,59.35179,570,26,7
"WALLEYE_POLLOCK_162201501201_459_OA1.0","training",1,59.35179,130,26,7
"WALLEYE_POLLOCK_162201501201_45_OT1.0","training",9,56.34301,550,50,5.3
"WALLEYE_POLLOCK_162201501201_460_OA1.0","training",1,59.35179,100,26,7
"WALLEYE_POLLOCK_162201501201_461_OA1.0","training",7,59.33036,520,30,5.9
"WALLEYE_POLLOCK_162201501201_462_OA1.0","training",8,59.33036,520,30,5.9
"WALLEYE_POLLOCK_162201501201_463_OA1.0","training",7,59.33036,560,30,5.9
"WALLEYE_POLLOCK_162201501201_464_OA1.0","training",15,59.33036,750,30,5.9
"WALLEYE_POLLOCK_162201501201_465_OA1.0","training",7,59.64832,530,29,4.5
"WALLEYE_POLLOCK_162201501201_466_OA1.0","training",7,59.64832,520,29,4.5
"WALLEYE_POLLOCK_162201501201_467_OA1.0","training",8,59.64832,620,29,4.5
"WALLEYE_POLLOCK_162201501201_468_OA1.0","training",7,59.64832,560,29,4.5
"WALLEYE_POLLOCK_162201501201_469_OA1.0","training",9,59.65614,600,33,3.9
"WALLEYE_POLLOCK_162201501201_46_OT1.0","test",8,56.34301,580,50,5.3
"WALLEYE_POLLOCK_162201501201_471_OA1.0","training",9,59.65614,560,33,3.9
"WALLEYE_POLLOCK_162201501201_472_OA1.0","training",9,59.65614,640,33,3.9
"WALLEYE_POLLOCK_162201501201_473_OA1.0","training",1,59.9871,100,23,5.5
"WALLEYE_POLLOCK_162201501201_474_OA1.0","training",1,59.9871,100,23,5.5
"WALLEYE_POLLOCK_162201501201_475_OA1.0","training",9,59.9871,530,23,5.5
"WALLEYE_POLLOCK_162201501201_479_OA1.0","training",6,60.00441,520,37,3.4
"WALLEYE_POLLOCK_162201501201_47_OT1.0","training",7,56.32903,480,61,4.8
"WALLEYE_POLLOCK_162201501201_480_OA1.0","test",7,60.00441,520,37,3.4
"WALLEYE_POLLOCK_162201501201_481_OA1.0","training",7,60.00441,520,37,3.4
"WALLEYE_POLLOCK_162201501201_483_OA1.0","test",1,60.00441,140,37,3.4
"WALLEYE_POLLOCK_162201501201_484_OA1.0","training",1,60.00441,110,37,3.4
"WALLEYE_POLLOCK_162201501201_485_OA1.0","training",6,59.67515,510,37,2.7
"WALLEYE_POLLOCK_162201501201_486_OA1.0","training",9,59.67515,530,37,2.7
"WALLEYE_POLLOCK_162201501201_487_OA1.0","test",7,59.67515,500,37,2.7
"WALLEYE_POLLOCK_162201501201_488_OA1.0","training",7,59.67515,500,37,2.7
"WALLEYE_POLLOCK_162201501201_489_OA1.0","training",8,59.34784,520,40,3.2
"WALLEYE_POLLOCK_162201501201_48_OT1.0","training",8,56.32903,480,61,4.8
"WALLEYE_POLLOCK_162201501201_492_OA1.0","training",7,59.34784,570,40,3.2
"WALLEYE_POLLOCK_162201501201_493_OA1.0","training",1,59.34784,120,40,3.2
"WALLEYE_POLLOCK_162201501201_497_OA1.0","training",11,59.0128,590,44,3
"WALLEYE_POLLOCK_162201501201_499_OA1.0","training",1,59.0128,150,44,3
"WALLEYE_POLLOCK_162201501201_49_OT1.0","training",3,56.32903,390,61,4.8
"WALLEYE_POLLOCK_162201501201_4_OT1.0","training",8,57.32491,570,29,5.8
"WALLEYE_POLLOCK_162201501201_500_OA1.0","training",1,59.0128,150,44,3
"WALLEYE_POLLOCK_162201501201_501_OA1.0","training",6,58.67924,540,51,2.8
"WALLEYE_POLLOCK_162201501201_503_OA1.0","test",6,58.67924,540,51,2.8
"WALLEYE_POLLOCK_162201501201_504_OA1.0","test",6,58.67924,450,51,2.8
"WALLEYE_POLLOCK_162201501201_505_OA1.0","training",2,58.67924,220,51,2.8
"WALLEYE_POLLOCK_162201501201_506_OA1.0","test",2,58.67924,200,51,2.8
"WALLEYE_POLLOCK_162201501201_507_OA1.0","training",5,58.34618,480,63,2.3
"WALLEYE_POLLOCK_162201501201_508_OA1.0","test",8,58.34618,610,63,2.3
"WALLEYE_POLLOCK_162201501201_509_OA1.0","training",7,58.34618,510,63,2.3
"WALLEYE_POLLOCK_162201501201_510_OA1.0","training",8,58.34618,500,63,2.3
"WALLEYE_POLLOCK_162201501201_511_OA1.0","training",1,58.34618,140,63,2.3
"WALLEYE_POLLOCK_162201501201_513_OA1.0","training",1,57.98861,160,67,2.6
"WALLEYE_POLLOCK_162201501201_514_OA1.0","training",1,57.98861,140,67,2.6
"WALLEYE_POLLOCK_162201501201_516_OA1.0","test",7,57.98861,520,67,2.6
"WALLEYE_POLLOCK_162201501201_518_OA1.0","training",7,57.98861,520,67,2.6
"WALLEYE_POLLOCK_162201501201_519_OA1.0","test",9,57.98861,540,67,2.6
"WALLEYE_POLLOCK_162201501201_51_OT1.0","training",3,56.32903,390,61,4.8
"WALLEYE_POLLOCK_162201501201_520_OA1.0","training",8,57.98861,630,67,2.6
"WALLEYE_POLLOCK_162201501201_521_OA1.0","training",9,57.66358,520,68,2.7
"WALLEYE_POLLOCK_162201501201_522_OA1.0","training",5,57.66358,430,68,2.7
"WALLEYE_POLLOCK_162201501201_523_OA1.0","training",7,57.66358,480,68,2.7
"WALLEYE_POLLOCK_162201501201_524_OA1.0","training",4,57.66358,400,68,2.7
"WALLEYE_POLLOCK_162201501201_525_OA1.0","training",6,57.66358,500,68,2.7
"WALLEYE_POLLOCK_162201501201_526_OA1.0","test",3,57.66358,390,68,2.7
"WALLEYE_POLLOCK_162201501201_527_OA1.0","training",1,57.66358,160,68,2.7
"WALLEYE_POLLOCK_162201501201_530_OA1.0","training",3,57.33856,370,71,3.3
"WALLEYE_POLLOCK_162201501201_532_OA1.0","training",6,57.33856,430,71,3.3
"WALLEYE_POLLOCK_162201501201_535_OA1.0","training",1,57.33856,140,71,3.3
"WALLEYE_POLLOCK_162201501201_536_OA1.0","test",1,57.33856,130,71,3.3
"WALLEYE_POLLOCK_162201501201_538_OA1.0","training",3,57.01378,350,78,3.7
"WALLEYE_POLLOCK_162201501201_539_OA1.0","training",3,57.01378,350,78,3.7
"WALLEYE_POLLOCK_162201501201_540_OA1.0","training",6,57.01378,500,78,3.7
"WALLEYE_POLLOCK_162201501201_541_OA1.0","training",3,57.01378,370,78,3.7
"WALLEYE_POLLOCK_162201501201_542_OA1.0","training",3,57.01378,370,78,3.7
"WALLEYE_POLLOCK_162201501201_543_OA1.0","test",1,57.01378,180,78,3.7
"WALLEYE_POLLOCK_162201501201_544_OA1.0","training",1,57.01378,150,78,3.7
"WALLEYE_POLLOCK_162201501201_550_OA1.0","training",4,56.65174,470,105,4.7
"WALLEYE_POLLOCK_162201501201_555_OA1.0","training",7,56.33499,480,152,4.4
"WALLEYE_POLLOCK_162201501201_556_OA1.0","training",7,56.33499,490,152,4.4
"WALLEYE_POLLOCK_162201501201_558_OA1.0","training",7,55.65915,480,134,4.9
"WALLEYE_POLLOCK_162201501201_55_OT1.0","training",5,57.00606,490,61,4.4
"WALLEYE_POLLOCK_162201501201_560_OA1.0","training",5,55.65915,480,134,4.9
"WALLEYE_POLLOCK_162201501201_561_OT1.0","training",7,55.65915,560,134,4.9
"WALLEYE_POLLOCK_162201501201_562_OT1.0","training",7,55.65915,530,134,4.9
"WALLEYE_POLLOCK_162201501201_563_OT1.0","training",7,55.9812,490,147,4.6
"WALLEYE_POLLOCK_162201501201_564_OT1.0","training",6,55.9812,500,147,4.6
"WALLEYE_POLLOCK_162201501201_566_OT1.0","training",9,55.9812,480,147,4.6
"WALLEYE_POLLOCK_162201501201_567_OT1.0","training",6,55.9812,580,147,4.6
"WALLEYE_POLLOCK_162201501201_568_OT1.0","training",7,55.9812,510,147,4.6
"WALLEYE_POLLOCK_162201501201_569_OT1.0","test",7,56.33466,480,126,4.9
"WALLEYE_POLLOCK_162201501201_56_OT1.0","training",7,57.00606,490,61,4.4
"WALLEYE_POLLOCK_162201501201_570_OT1.0","training",5,56.33466,500,126,4.9
"WALLEYE_POLLOCK_162201501201_571_OT1.0","training",6,56.33466,460,126,4.9
"WALLEYE_POLLOCK_162201501201_572_OT1.0","training",7,56.33466,510,126,4.9
"WALLEYE_POLLOCK_162201501201_573_OT1.0","training",7,56.33466,520,126,4.9
"WALLEYE_POLLOCK_162201501201_575_OT1.0","test",1,56.33466,170,126,4.9
"WALLEYE_POLLOCK_162201501201_576_OT1.0","training",8,56.3562,470,134,4.7
"WALLEYE_POLLOCK_162201501201_577_OT1.0","test",6,56.3562,490,134,4.7
"WALLEYE_POLLOCK_162201501201_578_OT1.0","training",8,56.3562,550,134,4.7
"WALLEYE_POLLOCK_162201501201_579_OT1.0","training",7,56.3562,510,134,4.7
"WALLEYE_POLLOCK_162201501201_57_OT1.0","training",6,57.00606,460,61,4.4
"WALLEYE_POLLOCK_162201501201_583_OT1.0","training",7,56.986,500,58,4.8
"WALLEYE_POLLOCK_162201501201_584_OT1.0","test",7,56.986,470,58,4.8
"WALLEYE_POLLOCK_162201501201_586_OT1.0","training",6,56.986,440,58,4.8
"WALLEYE_POLLOCK_162201501201_588_OT1.0","training",1,56.986,170,58,4.8
"WALLEYE_POLLOCK_162201501201_589_OT1.0","training",1,56.986,170,58,4.8
"WALLEYE_POLLOCK_162201501201_592_OT1.0","training",7,57.15541,500,70,4.5
"WALLEYE_POLLOCK_162201501201_594_OT1.0","training",6,57.15541,500,70,4.5
"WALLEYE_POLLOCK_162201501201_595_OT1.0","training",3,57.15541,350,70,4.5
"WALLEYE_POLLOCK_162201501201_597_OT1.0","training",7,57.32033,470,59,3.8
"WALLEYE_POLLOCK_162201501201_598_OT1.0","test",6,57.32033,480,59,3.8
"WALLEYE_POLLOCK_162201501201_599_OT1.0","training",3,57.32033,410,59,3.8
"WALLEYE_POLLOCK_162201501201_59_OT1.0","test",6,57.32409,520,63,4.2
"WALLEYE_POLLOCK_162201501201_5_OT1.0","training",9,57.66076,690,33,5.8
"WALLEYE_POLLOCK_162201501201_600_OT1.0","training",6,57.32033,480,59,3.8
"WALLEYE_POLLOCK_162201501201_602_OT1.0","training",6,57.4945,470,69,4.1
"WALLEYE_POLLOCK_162201501201_603_OT1.0","training",3,57.4945,410,69,4.1
"WALLEYE_POLLOCK_162201501201_604_OT1.0","training",7,57.4945,490,69,4.1
"WALLEYE_POLLOCK_162201501201_606_OT1.0","training",7,57.4945,460,69,4.1
"WALLEYE_POLLOCK_162201501201_607_OT1.0","training",6,57.4945,450,69,4.1
"WALLEYE_POLLOCK_162201501201_608_OT1.0","training",1,57.4945,130,69,4.1
"WALLEYE_POLLOCK_162201501201_609_OT1.0","test",1,57.4945,140,69,4.1
"WALLEYE_POLLOCK_162201501201_610_OT1.0","test",7,57.65321,440,69,3.9
"WALLEYE_POLLOCK_162201501201_612_OT1.0","training",7,57.65321,470,69,3.9
"WALLEYE_POLLOCK_162201501201_613_OT1.0","training",8,57.65321,500,69,3.9
"WALLEYE_POLLOCK_162201501201_614_OT1.0","training",2,57.65321,330,69,3.9
"WALLEYE_POLLOCK_162201501201_615_OT1.0","training",3,57.65321,400,69,3.9
"WALLEYE_POLLOCK_162201501201_618_OT1.0","training",6,57.98581,470,68,2.6
"WALLEYE_POLLOCK_162201501201_619_OT1.0","test",1,57.98581,180,68,2.6
"WALLEYE_POLLOCK_162201501201_621_OT1.0","training",7,57.98581,530,68,2.6
"WALLEYE_POLLOCK_162201501201_622_OT1.0","training",5,57.98581,500,68,2.6
"WALLEYE_POLLOCK_162201501201_623_OT1.0","training",8,57.98581,510,68,2.6
